PN,CFF,NOMECLATURA,UN,PRICE UNIT(U$),Retorno da busca,Comparação preço
MS9518-14,96906,"BOLT,MACHINE",EA,"37,66",Há 3 preços para este item. Preço médio: $1.46.,Preço médio do PubLog é 2479.45% mais barato.
AN4-6A,88044,"BOLT,MACHINE",EA,"1,85",Há 6 preços para este item. Preço médio: $0.19.,Preço médio do PubLog é 873.68% mais barato.
MS27039-1-11,96906,"SCREW,MACHINE",EA,"9,26",Há 6 preços para este item. Preço médio: $11.56.,Preço médio do PubLog é 24.84% mais caro.
AN960-4L,88044,"WASHER,FLAT",EA,"3,55",Há 6 preços para este item. Preço médio: $0.7.,Preço médio do PubLog é 407.14% mais barato.
AN515-8R10,88044,"SCREW,MACHINE",EA,"3,09",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
MS21260L4RH,96906,"TERMINAL,WIRE ROPE,STUD",EA,"51,01",Há 5 preços para este item. Preço médio: $7.02.,Preço médio do PubLog é 626.64% mais barato.
65-0151-23,72914,"LIGHT,INDICATOR",EA,"8472,66",Part Number/CFF não encontrado.,Não há preço
MS27060-8,96906,"ELBOW,TUBE TO HOSE",EA,"1530,87",Há 4 preços para este item. Preço médio: $256.17.,Preço médio do PubLog é 497.6% mais barato.
HL22-5-9,73197,PIN-RIVET,EA,"13,12",Há 5 preços para este item. Preço médio: $1.39.,Preço médio do PubLog é 843.88% mais barato.
NFP-80,0U3Y7,"POLISH,AUTOMOBILE",EA,"79,56",Há 6 preços para este item. Preço médio: $16.56.,Preço médio do PubLog é 380.43% mais barato.
MS3340-1-9,96906,"BRACKET,BULKHEAD",EA,"4,82",Há 5 preços para este item. Preço médio: $0.75.,Preço médio do PubLog é 542.67% mais barato.
MS20470AD5-5,96906,"RIVET,SOLID",EA,"104,79",Há 6 preços para este item. Preço médio: $16.01.,Preço médio do PubLog é 554.53% mais barato.
MS27055-12,96906,"ELBOW,TUBE TO HOSE",EA,"1100,91",Há 4 preços para este item. Preço médio: $238.5.,Preço médio do PubLog é 361.6% mais barato.
170096-05,16827,"VALVE,SAFETY RELIEF,OXYGEN SYSTEM",EA,"12732,14",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
D38999/26FE35SN,81349,"CONNECTOR,PLUG,ELECTRICAL",EA,"233,58",Há 5 preços para este item. Preço médio: $35.82.,Preço médio do PubLog é 552.09% mais barato.
AN3-33A,88044,"BOLT,MACHINE",EA,"277,8",Há 5 preços para este item. Preço médio: $40.95.,Preço médio do PubLog é 578.39% mais barato.
AN970-3,10630,"WASHER, FLAT",EA,"72,89",Há 6 preços para este item. Preço médio: $11.59.,Preço médio do PubLog é 528.9% mais barato.
5040-320001FC2,22457,PANEL SANDWICH,EA,"12736,47",Part Number/CFF não encontrado.,Não há preço
L23112-40UB,F0111,"WASHER,RECESSED",EA,"8,49",Part Number/CFF não encontrado.,Não há preço
205-040-187-3,97499,GASKET,EA,"99,34",Há 4 preços para este item. Preço médio: $13.44.,Preço médio do PubLog é 639.14% mais barato.
MS35191-274,96906,"SCREW,MACHINE",EA,"39,08",Há 6 preços para este item. Preço médio: $5.42.,Preço médio do PubLog é 621.03% mais barato.
AN960-1216L,88044,"WASHER,FLAT",EA,"9,11",Há 5 preços para este item. Preço médio: $5.23.,Preço médio do PubLog é 74.19% mais barato.
174097-80,16827,MASK ASSY - OXYGEN,EA,"1466,13",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
14368,AW25$,AXE,EA,"682,8",Part Number/CFF não encontrado.,Não há preço
B-6245R-301,72914,"LIGHT,DOME, LENS COLOR RED, 1 FLAT, RECTANGULAR, VOLTAGE VOLTS 28.0 DC, G-5 LAMP",EA,"1350,89",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
R20702-2,13636,GASKET,EA,"362,46",Há 3 preços para este item. Preço médio: $44.41.,Preço médio do PubLog é 716.17% mais barato.
6AS25,91929,"SWITCH,ELECTRICAL",EA,"433,8",Há 2 preços para este item. Preço médio: $365.25.,Preço médio do PubLog é 18.77% mais barato.
MS25036-123,81343,"TERMINAL,LUG",EA,"50,39",Há 6 preços para este item. Preço médio: $13.84.,Preço médio do PubLog é 264.09% mais barato.
MS51957-33,96906,"SCREW,MACHINE",EA,"29,22",Há 6 preços para este item. Preço médio: $4.1.,Preço médio do PubLog é 612.68% mais barato.
AN3-13A,88044,"BOLT,MACHINE",EA,"1,82",Há 5 preços para este item. Preço médio: $12.86.,Preço médio do PubLog é 606.59% mais caro.
AN960-1416,88044,WASHER,EA,"6,83",Há 6 preços para este item. Preço médio: $6.01.,Preço médio do PubLog é 13.64% mais barato.
15205A,F6137,CONNECT BAR,EA,"7762,38",Part Number/CFF não encontrado.,Não há preço
10-10003,25693,"CLAMP,SENSOR",EA,"151,79",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
AN3-32A,88044,BOLT MACHINE,EA,"6,87",Há 6 preços para este item. Preço médio: $1.39.,Preço médio do PubLog é 394.24% mais barato.
JS5,91929,"ADAPTER,SWITCH ACTUATOR",EA,"27,01",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
A-1305,24692,BALANCE WEIGHT,EA,"36,43",Há 3 preços para este item. Preço médio: $7.17.,Preço médio do PubLog é 408.09% mais barato.
14469,F6137,THREADED PIN,EA,"696,69",Part Number/CFF não encontrado.,Não há preço
LM412-43,76005,GASKET,EA,"914,61",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
AN5812-1,88044,PITOT TUBE,EA,"26725,66",Há 4 preços para este item. Preço médio: $3148.43.,Preço médio do PubLog é 748.86% mais barato.
MS20426AD4-4,80205,"RIVET,SOLID",EA,"132,03",Há 6 preços para este item. Preço médio: $24.02.,Preço médio do PubLog é 449.67% mais barato.
AN125403,88044,"RIVET,SOLID",EA,"1,52",Há 5 preços para este item. Preço médio: $0.12.,Preço médio do PubLog é 1166.67% mais barato.
VS-755-GOVT,39BV2,"VALVE,PNEUMATIC TIRE",EA,"81,57",Há 5 preços para este item. Preço médio: $10.54.,Preço médio do PubLog é 673.91% mais barato.
ASNA0113-32ADL,F0210,"WASHER,FLAT",EA,"49,63",Part Number/CFF não encontrado.,Não há preço
MS25253-1,96906,"SWITCH,SENSITIVE",EA,"55,17",Há 6 preços para este item. Preço médio: $8.98.,Preço médio do PubLog é 514.37% mais barato.
MS25041-4,96906,"LIGHT,INDICATOR, LENS COLOR AMBER SINGLE LIGHT, LENGTH 1.750 IN, DIAMETER 0.650 IN, WITHOUT LAMP",EA,"120,42",Há 6 preços para este item. Preço médio: $27.09.,Preço médio do PubLog é 344.52% mais barato.
MS25219-13-1683,96906,"LIGHT,NAVIGATIONAL,AIRCRAFT",EA,"782,6",Há 4 preços para este item. Preço médio: $127.74.,Preço médio do PubLog é 512.65% mais barato.
MS20392-1C19,96906,"PIN,STRAIGHT,HEADED",EA,"30,28",Há 6 preços para este item. Preço médio: $61.58.,Preço médio do PubLog é 103.37% mais caro.
MS3116P10-6S,96906,"CONNECTOR,PLUG,ELEC",EA,"109,84",Há 5 preços para este item. Preço médio: $16.67.,Preço médio do PubLog é 558.91% mais barato.
MS24665-214,96906,PIN COTTER,EA,"6,07",Há 5 preços para este item. Preço médio: $3.15.,Preço médio do PubLog é 92.7% mais barato.
MS87018-4,96906,ADAPTER,EA,"190,64",Part Number/CFF não encontrado.,Não há preço
MS9226-01,96906,"WIRE,NONELECTRICAL (ROUND, NICKEL ALLOY, AMS5687, DIAMETER 0.015 IN AND 0.016 IN LENGTH 1422 FEET)",EA,"268,9",Há 4 preços para este item. Preço médio: $37.6.,Preço médio do PubLog é 615.16% mais barato.
MS24665-361,96906,"PIN,COTTER",EA,"7,59",Há 5 preços para este item. Preço médio: $7.47.,Preço médio do PubLog é 1.61% mais barato.
MS9518-13,96906,"BOLT,MACHINE",EA,"10,5",Há 3 preços para este item. Preço médio: $1.61.,Preço médio do PubLog é 552.17% mais barato.
MS24694S48,96906,"SCREW,MACHINE",EA,"9,11",Há 6 preços para este item. Preço médio: $8.46.,Preço médio do PubLog é 7.68% mais barato.
MS51958-45,96906,"SCREW,MACHINE",EA,"47,28",Há 5 preços para este item. Preço médio: $24.89.,Preço médio do PubLog é 89.96% mais barato.
MS51963-1,96906,SETSCREW,EA,"55,33",Há 6 preços para este item. Preço médio: $8.3.,Preço médio do PubLog é 566.63% mais barato.
MS21919WDF2,96906,"CLAMP,LOOP",EA,"6,68",Há 6 preços para este item. Preço médio: $1.56.,Preço médio do PubLog é 328.21% mais barato.
MS27216-2,96906,"SWITCH,SENSITIVE",EA,"1289,25",Há 5 preços para este item. Preço médio: $221.78.,Preço médio do PubLog é 481.32% mais barato.
MS21260L3RH,96906,"TERMINAL,WIRE ROPE,STUD",EA,"47,28",Há 5 preços para este item. Preço médio: $6.99.,Preço médio do PubLog é 576.39% mais barato.
MS21347-331,96906,"SWITCH,TOGGLE",EA,"1090,95",Há 2 preços para este item. Preço médio: $203.0.,Preço médio do PubLog é 437.41% mais barato.
MS21921-4C,96906,"NUT,TUBE COUPLING",EA,"45,38",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
AN365D1032A,88044,PORCA FRENO,EA,"0,91",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
AN501A10-5,88044,SCREW MACHINE,EA,"1,14",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
AN960D4,88044,WASHER FLAT,EA,"3,34",Há 4 preços para este item. Preço médio: $796.32.,Preço médio do PubLog é 23741.92% mais caro.
AN207DPP3MILG3278,88044,"BEARING,BALL,AIRFRAME",EA,"30,36",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
AN3-24A,88044,BOLT,EA,"1,29",Há 6 preços para este item. Preço médio: $56.04.,Preço médio do PubLog é 4244.19% mais caro.
AN3-7A,88044,"BOLT,MACHINE",EA,"47,69",Há 6 preços para este item. Preço médio: $9.87.,Preço médio do PubLog é 383.18% mais barato.
AN501A10-4,88044,"SCREW,MACHINE",EA,"3,42",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
NAS1149D0316H,80205,WASHER FLAT,EA,"5,31",Há 6 preços para este item. Preço médio: $1.18.,Preço médio do PubLog é 350.0% mais barato.
AN525-10R6,88044,SCREW MACHINE,EA,"2,73",Há 6 preços para este item. Preço médio: $8.26.,Preço médio do PubLog é 202.56% mais caro.
AN4-13A,88044,BOLT MACHINE,EA,"31,87",Há 6 preços para este item. Preço médio: $36.5.,Preço médio do PubLog é 14.53% mais caro.
MS24665-361,81348,"PIN,COTTER",EA,"7,59",Part Number/CFF não encontrado.,Não há preço
M7928/5-2,81343,"SPLICE,CONDUCTOR",EA,"121,92",Há 5 preços para este item. Preço médio: $23.97.,Preço médio do PubLog é 408.64% mais barato.
M83798/3-12,81349,"ELBOW,TUBE TO HOSE",EA,"544,98",Há 6 preços para este item. Preço médio: $90.01.,Preço médio do PubLog é 505.47% mais barato.
BACS21EE4W,81205,"STUD ASSEMBLY,TURNLOCK FASTENER",EA,"40,83",Há 6 preços para este item. Preço médio: $7.96.,Preço médio do PubLog é 412.94% mais barato.
MS21916D6-4,81343,"REDUCER,BOSS",EA,"44,85",Há 5 preços para este item. Preço médio: $3.99.,Preço médio do PubLog é 1024.06% mais barato.
MS27648-33,81343,"BEARING,BALL,A",EA,"655,58",Há 4 preços para este item. Preço médio: $122.87.,Preço médio do PubLog é 433.56% mais barato.
MS3367-3-9,81343,"STRAP,TIE DOWN",EA,"54,49",Há 6 preços para este item. Preço médio: $6.28.,Preço médio do PubLog é 767.68% mais barato.
MS27645-3A,81343,"BEARING,BALL,AIRFRAME",EA,"173,88",Há 6 preços para este item. Preço médio: $28.87.,Preço médio do PubLog é 502.29% mais barato.
MS28775-215,81343,PACKING,EA,"1,75",Há 6 preços para este item. Preço médio: $0.28.,Preço médio do PubLog é 525.0% mais barato.
KP3AK,21335,"BEARING,BALL,AIRFRAME",EA,"89,02",Há 4 preços para este item. Preço médio: $16.81.,Preço médio do PubLog é 429.57% mais barato.
32480-001,74025,"TOOL KIT,BATTERY",EA,"2846,58",Há 2 preços para este item. Preço médio: $325.0.,Preço médio do PubLog é 775.87% mais barato.
23147-003,74025,"COVER,BATTERY BOX",EA,"8576,31",Há 3 preços para este item. Preço médio: $2161.94.,Preço médio do PubLog é 296.7% mais barato.
30-0218B2,19565,"LENS,LIGHT, COLOR GREEN",EA,"2893,67",Part Number/CFF não encontrado.,Não há preço
HL2277-5-8,73197,PIN-RIVET,EA,"35,6",Part Number/CFF não encontrado.,Não há preço
COML,86887,"SCREW,CAP,SOCKET HEAD",EA,"56,08",Há 3 preços para este item. Preço médio: $9.95.,Preço médio do PubLog é 463.62% mais barato.
23032-1586,31435,"CLAMP,LOOP",EA,"459,66",Há 3 preços para este item. Preço médio: $243.72.,Preço médio do PubLog é 88.6% mais barato.
C-1301-9S,24692,"CLAMP,SHOULDER,SING",EA,"17030,2",Part Number/CFF não encontrado.,Não há preço
1683,8108,"LAMP,INCANDESCENT",EA,"38,02",Part Number/CFF não encontrado.,Não há preço
DI-1233D-OL,7406,SINK VALVE,EA,"338,21",Part Number/CFF não encontrado.,Não há preço
A4-307,17472,CORK JOINT,EA,"294,08",Part Number/CFF não encontrado.,Não há preço
SA13169,17472,"RING,RETAINING",EA,"341,52",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
A3822,17472,"DISK ASSEMBLY,DRIVI",EA,"5509,54",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
MS51957-33,1C762,"SCREW,MACHINE",EA,"28,76",Part Number/CFF não encontrado.,Não há preço
NAS517-3-10,80205,"SCREW,MACHINE",EA,"82,03",Há 5 preços para este item. Preço médio: $12.84.,Preço médio do PubLog é 538.86% mais barato.
F6633-8,R1120,"ELBOW,TUBE TO HOSE",EA,"707,77",Há 5 preços para este item. Preço médio: $115.38.,Preço médio do PubLog é 513.43% mais barato.
MS24677-15,360,"SCREW,CAP,SOCKET HEAD",EA,"4,4",Part Number/CFF não encontrado.,Não há preço
23032-2710,3CPE0,BACK PLATE,EA,"402,69",Há 3 preços para este item. Preço médio: $72.51.,Preço médio do PubLog é 455.36% mais barato.
58701,FAQB2,"RETAINER,PACKING",EA,"1830,14",Há 4 preços para este item. Preço médio: $487.01.,Preço médio do PubLog é 275.79% mais barato.
MS35265-12,0ZBE8,"SCREW,MACHINE",EA,"50,32",Há 5 preços para este item. Preço médio: $10.44.,Preço médio do PubLog é 381.99% mais barato.
02W1507-231,731,ELEMENT FILTER,EA,"1908,43",Part Number/CFF não encontrado.,Não há preço
MCF233,K0481,"CABLE ASSEMBLY,COAXIAL, W4",EA,"2845,97",Part Number/CFF não encontrado.,Não há preço
22759,75250,SHAFT,EA,"11991,02",Part Number/CFF não encontrado.,Não há preço
MS25036-146,81343,TERMINAL LUG,EA,"39,08",Há 6 preços para este item. Preço médio: $6.82.,Preço médio do PubLog é 473.02% mais barato.
MS21916D4-3,96906,"REDUCER,BOSS",EA,"75,33",Há 3 preços para este item. Preço médio: $13.26.,Preço médio do PubLog é 468.1% mais barato.
MS27039-1-09,96906,SCREW WASHER,EA,"9,11",Há 6 preços para este item. Preço médio: $9.95.,Preço médio do PubLog é 9.22% mais caro.
MS16998-33,96906,"SCREW,CAP,SOCKET HEAD",EA,"8,2",Há 5 preços para este item. Preço médio: $0.05.,Preço médio do PubLog é 16300.0% mais barato.
15288,F6137,"COVER,ACCESS",EA,"1266,39",Part Number/CFF não encontrado.,Não há preço
MS21902D10,96906,"NIPPLE, BOSS",EA,"66,65",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
AN960-516L,88044,"WASHER,FLAT",EA,"7,64",Há 6 preços para este item. Preço médio: $1.39.,Preço médio do PubLog é 449.64% mais barato.
MS35275-243,96906,"SCREW,MACHINE",EA,"145,22",Há 6 preços para este item. Preço médio: $14.45.,Preço médio do PubLog é 904.98% mais barato.
M83519/2-8,81349,SPLICE,EA,281,Há 6 preços para este item. Preço médio: $43.96.,Preço médio do PubLog é 539.22% mais barato.
MS35266-65,96906,"SCREW,MACHINE",EA,"40,83",Há 6 preços para este item. Preço médio: $5.69.,Preço médio do PubLog é 617.57% mais barato.
MS35275-245,96906,"SCREW,MACHINE",EA,"152,4",Há 6 preços para este item. Preço médio: $17.73.,Preço médio do PubLog é 759.56% mais barato.
MS16625-1090,96906,"RING, RETAINING",EA,"7,13",Há 5 preços para este item. Preço médio: $1.41.,Preço médio do PubLog é 405.67% mais barato.
05-346371,31435,"SCREW,MACHINE",EA,"2,96",Há 4 preços para este item. Preço médio: $29.03.,Preço médio do PubLog é 880.74% mais caro.
M5086/1-22-9,81349,"WIRE,ELECTRICAL, COLOR WHITE, OUTSIDE DIA 0.068 (1/16) IN, 22 AWG, TEMP RATING 105.0 DEG CELSIUS",EA,"0,91",Há 6 preços para este item. Preço médio: $0.15.,Preço médio do PubLog é 506.67% mais barato.
NAS1169DD10,86928,"WASHER,FINISHING",EA,"0,62",Há 5 preços para este item. Preço médio: $0.09.,Preço médio do PubLog é 588.89% mais barato.
MS9518-06,81343,"BOLT,MACHINE",EA,"5,08",Há 4 preços para este item. Preço médio: $0.76.,Preço médio do PubLog é 568.42% mais barato.
66423,93835,"SPRING,HELICAL",EA,"243,39",Há 3 preços para este item. Preço médio: $34.62.,Preço médio do PubLog é 603.03% mais barato.
NAS146DH14,80205,"BOLT,INTERNAL WRENCHING",EA,"37,19",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
16550,S4956,ALAVANCA,EA,"1176,33",Part Number/CFF não encontrado.,Não há preço
LM412-32,76005,"HOUSING U/O PN LM412SA11 AND PN LM-412-SA21, DYNAFOCAL MOUNTING ASSEMBLY",EA,"5540,41",Part Number/CFF não encontrado.,Não há preço
A1373,FA1D6,"NUT,SELF-LOCKING,HEXAGON",EA,"25,8",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
AN310-7,80205,"NUT,PLAIN,CASTELLATED,HEXAGON",EA,"8,95",Há 6 preços para este item. Preço médio: $1.59.,Preço médio do PubLog é 462.89% mais barato.
MS3126P12-8S,96906,"CONNECTOR,PLUG,ELECTRICAL",EA,"213,94",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
JANTXV1N5416,81349,"SEMICONDUCTOR DEVICE,DIODE",EA,"56,01",Há 6 preços para este item. Preço médio: $11.1.,Preço médio do PubLog é 404.59% mais barato.
A-1851-T,24692,"BEARING,BALL,THRUST",EA,"3618,71",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
AN4-5A,88044,"BOLT,MACHINE",EA,"9,41",Há 6 preços para este item. Preço médio: $37.8.,Preço médio do PubLog é 301.7% mais caro.
8-51-06RC8-33S,F0225,"CONNECTOR,PLUG,ELECTRICAL",EA,"1006,94",Part Number/CFF não encontrado.,Não há preço
N0R2-141-05-4,A2142,WASHER,EA,"27,44",Part Number/CFF não encontrado.,Não há preço
MS27039-0806,80205,"SCREW,MACHINE",EA,"52,98",Há 6 preços para este item. Preço médio: $8.73.,Preço médio do PubLog é 506.87% mais barato.
14-97500-26,28349,ROD,EA,"3290,29",Part Number/CFF não encontrado.,Não há preço
MS9573-03,96906,SCREW,EA,"152,17",Há 3 preços para este item. Preço médio: $4.31.,Preço médio do PubLog é 3430.63% mais barato.
AS3209-139,FB011,"PACKING,PREFORMED",EA,"23,37",Há 2 preços para este item. Preço médio: $7.32.,Preço médio do PubLog é 219.26% mais barato.
MS9518-17,96906,"BOLT,MACHINE",EA,"59,2",Há 3 preços para este item. Preço médio: $18.7.,Preço médio do PubLog é 216.58% mais barato.
MS9574-05,96906,"BOLT,MACHINE",EA,"19,06",Há 4 preços para este item. Preço médio: $2.7.,Preço médio do PubLog é 605.93% mais barato.
MS9321-08,96906,"WASHER,FLAT",EA,"0,62",Há 5 preços para este item. Preço médio: $8.3.,Preço médio do PubLog é 1238.71% mais caro.
N0R2-021-00-6-19PF,A2142,"BOLT,MACHINE",EA,"1104,24",Part Number/CFF não encontrado.,Não há preço
12338,F6137,"SPRING,HELICAL,COMPRESSION",EA,"196,99",Part Number/CFF não encontrado.,Não há preço
MS20995C32,96906,"WIRE,NONELECTRICAL, ROUND, CRESS, DIA 0.032 IN, LENGTH 365 FT",EA,"33,01",Há 6 preços para este item. Preço médio: $5.47.,Preço médio do PubLog é 503.47% mais barato.
413-610-5F,F0214,"SWITCH,TOGGLE",EA,"7176,2",Part Number/CFF não encontrado.,Não há preço
30-0218-2,72914,"LIGHT,NAVIGATIONAL,AIRCRAFT, RIGHT HAND WING, COLOR GREEN, GLASS LENS, 26,5 VOLTS DC",EA,"5464,26",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
